code,perrin_source,perrin_supp_source,serjeant_source
S20,"K. Schwabe, W. Graichen, and D. Spiethoff. Z. Physik Chem. (Frankfurt) 20, 68 (1959).","J.E. Seegmiller, M. Silverman, H. Tabor and A.H. Mehler. J. Am. Chem. Soc. 76, 6205 (1954).","W. P. Schaefer, Inorg. Chem. 4, 642 (1965)."
S21,"H. Schwarz and E. Schlittler. Helv. Chim. Acta 34, 629 (1951).","E. Sekido, Q. Fernando and H. Freiser. Anal. Chem. 36, 1768 (1964).","H. Schmid and H. Sofer, Monatsh. Chem. 98, 469 (1967)."
S22,"G. Schwarzenbach. Helv. Chim. Acta 16, 522 (1933).","S. Seto, T. Hiratsuka and H. Toda. J. Pharm. Soc. (Japan) 89, 1673 (1969).","H. Schmid, H. Sofer and H. Pleschberger, Monatsh. Chem. 98, 353 (1967)."
S23,"G. Schwarzenbach. Helv. Chim. Acta 21, 1636 (1938).","S. Seto, H. Sugiyama and H. Toda. Chem. Commun. 1968, 562.","H. Schmid and H. Sofer, Monatsh. Chem. 98, 1742 (1967)."
S24,"G. Schwarzenbach. Z. Elektrochem. 47, 40 (1941).","Y.S. Shabarov, V.K. Potapov and R.Y. Levina. J. Gen. Chem. USSR (Engl. transl.) 34, 2865 (1964).","P. W. Schneider, H. Brintzinger and H. Erlenmeyer, Helv. Chim. Acta 47, 992 (1964)."
S25,"G. Schwarzenbach. Helv. Chim. Acta 33, 974 (1950).","Y.S. Shabarov, T.P. Surikova and R.Y. Levina. Zh. Org. Khim. 4, 1175 (1968).","G. R. Schonbaum and M. L. Bender, J. Am. Chem. Soc. 82, 1900 (1960)."
S26,"G. Schwarzenbach and G. Anderegg. Unpublished data, quoted in Special Publication No. 6, p. 5, The Chemical Society, London (1957).","S. Shanmuganathan and N. Vanajakshi. J. Indian Chem. Soc. 46, 79 (1969).","K. Schroder, Talanta 15, 1035 (1968)."
S27,"G. Schwarzenbach, A. Epprecht, and H. Erlenmeyer. Helv. Chim. Acta 19, 1292 (1936).","S. Shanmuganathan and N. Vanajakshi. Proc. Indian Acad. Sci., Sect. A 69, 212 (1969); CA 71, 123383a.","J. Schubert, G. Anderegg and G. Schwarzenbach, Helv. Chim. Acta 43, 410 (1960)."
S28,"Schwarzenbach and K. Lutz. Helv. Chim. Acta 23, 1147 (1940).","R. Shapiro and C.N. Gordon. Biochem. Biophys. Res. Comm. 17, 160 (1964).","W. M. Schubert, R. W. Zahler and J. Robins, J. Am. Chem. Soc. 77, 2293 (1955)."
S29,"Schwarzenbach and K. Lutz. Helv. Chim. Acta 23, 1162 (1940).","S.L. Shapiro, E.S. Isaacs, V. Bandurco and L. Freedman. J. Med. Pharm. Chem. 5, 793 (1962).","S. Schulman and Q. Fernando, J. Phys. Chem. 71, 2668 (1967)."
S30,"Schwarzenbach, B. Maissen, and H. Ackermann. Helv. Chim. Acta 35, 2333 (1952).","V.S. Sharma and H.B. Mathur. Indian J. Chem. 3, 475 (1965).","H. Schurmans, H. Thun and F. Verbeek, J. Inorg. Nucl. Chem. 29, 1759 (1967)."
S31,"Schwarzenbach, B. Maissen, and H. Ackermann. Helv. Chim. Acta 35, 2337 (1952).","W.A. Sheppard. J. Am. Chem. Soc. 84, 3072 (1962).","H. Schurmans, H. Thun and F. Verbeek, J. Electroanal. Chem. Interfacial Electrochem. 26, 299 (1970)."
S32,"Schwarzenbach and P. Moser. Helv. Chim. Acta 36, 581 (1953).","W.A. Sheppard. J. Am. Chem. Soc. 85, 1314 (1963).","L. M. Schwartz and L. O. Howard, J. Phys. Chem. 74, 4374 (1970)."
S32a,,"W.A. Sheppard. J. Am. Chem. Soc. 87, 2410 (1965).",
S33,"Schwarzenbach and G. H. Ott. Helv. Chim. Acta 20, 627 (1937).","S. Shiotani and K. Mitsuhashi. J. Pharm. Soc. (Japan) 84, 656 (1964).","M. A. Schwartz, J. Pharm. Sci. 54, 1308 (1965)."
S34,"Schwarzenbach, G. H. Ott, and O. Hagger. Helv. Chim. Acta 20, 498 (1937).","G. Shtacher. J. Inorg. Nucl. Chem. 28, 845 (1966).","G. Schwarzenbach and H. Ackermann, Helv. Chim. Acta 30, 1798 (1947)."
S35,"Schwarzenbach and H. Suter. Helv. Chim. Acta 24, 617 (1941).","V. Simanek, J. Lasovsky, V. Stuzka and L. Hruban. Coll. Czech. Chem. Comm. 35, 3064 (1970).","G. Schwarzenbach and H. Ackermann, Helv. Chim. Acta 32, 1682 (1949)."
S36,"Schwarzenbach, A. Willi, and R. O. Bach. Helv. Chim. Acta 30, 1303 (1947).","V.V. Sinev and E.P. Shepel. Reakts. Sposobnost Org. Soedin. (Tartu) 6, 329 (1969).","G. Schwarzenbach, H. Ackermann and P. Ruckstuhl, Helv. Chim. Acta 32, 1175 (1949)."
S37,"Schwarzenbach and C. Wittwer. Helv. Chim. Acta 30, 659 (1947).","C. Sinistri and L. Villa. Farmaco. Ed. Sci. 17, 157 (1962); CA 57,9808b.","G. Schwarzenbach and G. Anderegg, Helv. Chim. Acta 40, 1229 (1957)."
S38,"E. Scrocco and O. Salvetti. Boll. soc. fac. chim. ind. Bologna, 12, 98 (1954); CA 49,
8026h.","C. Sinistri and L. Villa. Farmaco. Ed. Sci. 17, 969, 967 (1962).","G. Schwarzenbach, G. Anderegg and R. Sallmann, Helv. Chim. Acta 35, 1785 (1952)."
S39,"S. Searles, M. Tamres, F. Block, and L. A. Quarterman. J. Am. Chem. Soc. 78, 4917 (1956).","W.F. Smith. Ph.D. Thesis, Harvard University, 1960; quoted by E.M. Arnett, R.P. Quick and J.J. Burke, J. Am. Chem. Soc. 92, 1260 (1970).","G. Schwarzenbach, G. Anderegg and R. Sallmann, Helv. Chim. Acta 35, 1794 (1952)."
S40,"D. Sen, N. N. Ghosh, and P. Ray. J. Indian Chem. Soc. 27, 619 (1950).","R. Smith, S. Holton and O. Runquist. J. Org. Chem. 28, 2881 (1963).","G. Schwarzenbach, G. Anderegg, H. Schneider and H. Senn, Helv. Chim. Acta 38, 1147 (1955)."
S41,E. P. Serjeant. Unpublished data.,"M.A. Smoczkiewicz and R.I. Zalewski. Steroids 12, 391 (1968).","G. Schwarzenbach and W. Biedermann, Helv. Chim. Acta 31, 678 (1948)."
S42,"E. J. Shepherd and J. A. Kitchener. J. Chem. Soc. 1956, 2448.","S.D. Sokolov, D.A. Kazitsyna and L.K. Guseva. Zh. Org. Khim. 2, 731 (1966); CA 65, 8734d.","G. Schwarzenbach and E. Felder, Helv. Chim. Acta 27, 1701 (1944)."
S43,"D. Shugar and J. J. Fox. Biochem. Biophys. Acta 9, 199 (1952).","D. Söll and W. Pfleiderer. Chem. Ber. 99, 2977 (1963).","G. Schwarzenbach and L. Freitag, Helv. Chim. Acta 34, 1492 (1951)."
S44,"D. Shugar and J. J. Fox. Bull. Soc. Chim. Belges. 61, 293 (1952).","T.S. Sorensen. Can. J. Chem. 42, 724 (1964).","G. Schwarzenbach and H. Gysling, Helv. Chim. Acta 32, 1314 (1949)."
S45,"N. V. Sidgwick, W. J. Worboys, and L. A. Woodward. Proc. Roy. Soc. (London) A129, 537 (1930).","b E. Spinner and G.B. Yeoh. J. Chem. Soc., B 1971, 289.","G. Schwarzenbach, E. Kampitsch and R. Steiner, Helv. Chim. Acta 28, 1133 (1945)."
S45,"N. V. Sidgwick, W. J. Worboys, and L. A. Woodward. Proc. Roy. Soc. (London) A129, 537 (1930).","E. Spinner and J.C.B. White. J. Chem. Soc., B 1966, 991.","G. Schwarzenbach, E. Kampitsch and R. Steiner, Helv. Chim. Acta 28, 1133 (1945)."
S45,"N. V. Sidgwick, W. J. Worboys, and L. A. Woodward. Proc. Roy. Soc. (London) A129, 537 (1930).","c E. Spinner and G.B. Yeoh. J. Chem. Soc., B 1971, 296.","G. Schwarzenbach, E. Kampitsch and R. Steiner, Helv. Chim. Acta 28, 1133 (1945)."
S45a,,"E. Spinner and G.B. Yeoh. J. Chem. Soc., B 1971, 279.",
S46,"B. Silver and Z. Luz. J. Am. Chem. Soc. 83, 786 (1961).","D.O. Spry and H.S. Aaron. J. Org. Chem. 31, 3838 (1966).","G. Schwarzenbach, E. Kampitsch and R. Steiner, Helv. Chim. Acta 29, 364 (1946)."
S47,"H. S. Simms. J. Gen. Physiol. 11, 629 (1928).","E.J. Stamhuis and W. Maas. J. Org. Chem. 30, 2156 (1965).","G. Schwarzenbach and K. Lutz, Helv. Chim. Acta 23, 1162 (1940)."
S48,"H. S. Simms. J. Phys. Chem. 32, 1121 (1928).","E.J. Stamhuis, W. Maas and H. Wynberg. J. Org. Chem. 30, 2160 (1965).","G. Schwarzenbach, P. Ruckstuhl and J. Zurc, Helv. Chim. Acta 34, 455 (1951)."
S49,"P. Sims. J. Chem. Soc. 1959, 3648.","B. Stanovnik and M. Tisler. Anal. Biochem. 9, 68 (1964).","G. Schwarzenbach and K. Schwarzenbach, Helv. Chim. Acta 46, 1390 (1963)."
S50,"V. Sivertz, R. E. Reitmeier, and H. V. Tartar. J. Am. Chem. Soc. 62, 1379 (1940).","B. Stanovnik and M. Tisler. Arzneimittel-Forsch. 14, 1004 (1964).","G. Schwarzenbach, H. Senn and G. Anderegg, Helv. Chim. Acta 40, 1886 (1957)."
S51,"K. H. Slotta and W. Franke. Ber. 66, 104 (1933).","B. Stanovnik and M. Tisler. Croatica Chem. Acta 36, 81 (1964).","G. Schwarzenbach and A. Willi, Helv. Chim. Acta 34, 528 (1951)."
S52,"R. M. Smith and R. A. Alberty. J. Phys. Chem. 60, 180 (1956).","B. Stanovnik and M. Tisler. Croatica Chem. Acta 37, 17 (1965).","G. Schwarzenbach and C. Wittwer, Helv. Chim. Acta 30, 663 (1947)."
S52a,,"B.I. Stepanov, A.I. Bokanov and B.A. Korolev. Zh. Obshch. Khim. 37, 2139 (1967).",
S53,"G. B. L. Smith and E. Anzelmi. J. Am. Chem. Soc. 37, 2730 (1935).","R. Stewart, M.R. Granger, R.B. Moodie and L.J. Muenster. Can. J. Chem. 41, 1065 (1963).","G. Schwarzenbach and J. Zuro, Monatsh. Chem. 81, 202 (1950)."
S54,"T. L. Smith and J. H. Elliott. J. Am. Chem. Soc. 75, 3566 (1953).","B.T. Storey, W.V. Sullivan and C.L. Moyer. J. Org. Chem. 29, 3118 (1964).","G. W. Schwert and Y. Takenaka, Biochim. Biophys. Acta 16, 570 (1955)."
S54a,,"Z. Stransky and V. Stuzka. Coll. Czech. Chem. Comm. 33, 1802 (1968).",
S55,"P. K. Smith, A. T. Gorham, and E. R. B. Smith. J. Biol. Chem. 144, 737 (1942).","H.H. Stroh and G. Westphal. Chem. Ber. 96, 184 (1963).","M. Scrocco and R. Nicolaus, Atti accad. naz. Lincei, Rend. Classe sci. fis. mat. e nat. 22, 311 (1957); CA 52, 50i."
S56,"P. F. Smith and W. H. Hartung. J. Am. Chem. Soc. 75, 3859 (1953).","H.H. Stroh and G. Westphal. Chem. Ber. 97, 83 (1964).","J. Sendroy and F. L. Rodkey, Clin. Chem. 7, 646 (1961)."
S57,"F. R. B. Smith and P. K. Smith. J. Biol. Chem. 146, 187 (1942).","A. Sturis and J. Bankovskis. Latv. PSR Zinat. Akad. Vestis. Kim. Ser. 1968, 250; CA 69, 90436y.","E. Seoane and J. Roque Buscato, Quim. Ind. (Madrid) 16, 3 (1970); CA 74, 116680d."
S58,"P. K. Smith, A. C. Taylor, and E. R. B. Smith. J. Biol. Chem. 122, 109 (1937).","T. Sugimoto and S. Matsuura. Research Bull. (Nagoya Univ.) 12, 24 (1968).","E. P. Serjeant, Aust. J. Chem. 22, 1189 (1969)."
S59,"H. C. S. Snethlage. Z. Physik. Chem. 85, 211 (1913).","Y. Sugiura, A. Yokoyama and H. Tanaka. Chem. Pharm. Bull. (Japan) 18, 693 (1970).","T. Seshadri, Indian J. Chem. 8, 282 (1970)."
S60,"S. Soloway and A. Lipschitz. J. Org. Chem. 23, 613 (1958).","B.I. Sukhorukov, V.I. Poltev and L.A. Blumenfeld. Doklady Akad. Nauk SSSR 149, 1380 (1963).","B. Sethuram and E. V. Sundaram, Indian J. Chem. 7, 415 (1969)."
S61,"W. C. Somerville. J. Phys. Chem. 35, 2412 (1931).","B.I. Sukhorukov, V.I. Poltev and L.A. Blumenfeld. Abhandl. Deutsch. Akad. Wiss. Berlin. Kl. Med. 1964, 381.","Y. S. Shabarov, V. K. Potapov and R. Y. Levina, J. Gen. Chem. USSR (Engl. Transl.) 34, 2865 (1964)."
S62,"L. H. Sommer and J. Rockett. J. Am. Chem. Soc. 73, 5130 (1951).","J.T. Summers and J.V. Quagliano. Inorg. Chem. 3, 1767 (1964).","Y. S. Shabarov, T. P. Surikova and R. Y. Levina, J. Org. Chem. USSR (Engl. Transl.) 4, 1131 (1968)."
S63,"E. Sondheimer and R. W. Holley. J. Am. Chem. Soc. 76, 2467 (1954).","S. Suzuki and S. Marumo. J. Antibiot. (Tokyo) 14A, 34 (1961).","E. Shaw, J. Am. Chem. Soc. 71, 67 (1949)."
S64,"G. Speroni and P. Pins. Gazz. Chim. Ital. 80, 549 (1950).",,"R. Shiman and J. B. Neilands, Biochemistry 4, 2233 (1965)."
S65,"L. Spialter and R. W. Moshier. J. Am. Chem. Soc. 79, 5955 (1957).",,"V. I. Shlenskaya, T. I. Tikhvinskaya, A. A. Biryukov and I. P. Alimarin, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1967, 2063."
S66,E. Spinner. Unpublished data.,,"G. Shtacher, J. Inorg. Nucl. Chem. 28, 845 (1966)."
S67,"T. G. Spiro and C. J. Ballhausen. Acta Chem. Scand. 15, 1707 (1961).",,"J. P. Shukla and S. G. Tandon, Aust. J. Chem. 24, 2701 (1971)."
S68,"I. W. Stapleton and J. M. Swan. Australian J. Chem. 15, 106 (1962).",,"J. Sicher, F. Sipos and J. Jonas, Collect. Czech. Chem. Commun. 26, 262 (1961)."
S69,"D. F. Starr, H. Bulbrook, and R. M. Hixon. J. Am. Chem. Soc. 54, 3971 (1932).",,"S. Siegel and J. M. Komarmy, J. Am. Chem. Soc. 82, 2547 (1960)."
S70,"A. E. Stearn. J. Gen. Physiol. 10, 379 (1926).",,"H. Sigel, Helv. Chim. Acta 48, 1513 (1965)."
S71,"G. A. Stein, H. A. Bronner, and K. Pfister. J. Am. Chem. Soc. 77, 700 (1955).",,"H. Sigel, Eur. J. Biochem. 3, 530 (1968)."
S72,"J. B. Stenlake. J. Chem. Soc. 1955, 1626.",,"H. Sigel and H. Brintzinger, Helv. Chim. Acta 47, 1701 (1964)."
S73,"C. R. Stephens, K. Murai, K. J. Brunings, and R. B. Woodward. J. Am. Chem. Soc. 78, 4155 (1956).",,"E. F. Silversmith and J. D. Roberts, J. Am. Chem. Soc. 80, 4083 (1958)."
S74,"M. A. Stevens, D. I. Magrath, H. W. Smith, and G. B. Brown. J. Am. Chem. Soc. 80, 2755 (1958).",,"G. Simchen, Chem. Ber. 103, 398 (1970)."
S75,"G. W. Stevenson and D. Williamson. J. Am. Chem. Soc. 80, 5943 (1958).",,"H. Simpkins and E. G. Richards, Biochemistry 6, 2513 (1967)."
S76,"R. Stewart and M. R. Granger. Can. J. Chem. 39, 3508 (1961).",,"H. N. Simpson, C. K. Hancock and E. A. Meyers, J. Org. Chem. 30, 2678 (1965)."
S77,"T. D. Stewart and S. Maeser. J. Am. Chem. Soc. 46, 2583 (1924).",,"M. E. Sitzmann, H. G. Adolph and M. J. Kamlet, J. Am. Chem. Soc. 90, 2815 (1968)."
S78,"R. Stewart and K. Yates. J. Am. Chem. Soc. 80, 6355 (1958).",,"N. T. Sizonenko and Y. A. Zolotov, J. Anal. Chem. USSR (Engl. Transl.) 24, 1053 (1969)."
S79,"R. Stewart and K. Yates. J. Am. Chem. Soc. 82, 4059 (1960).",,"V. I. Slovetskii and I. S. Ivanov, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1968, 1641."
S80,"E. Stiasny and H. Scotti. Ber. 63, 2977 (1930).",,"V. I. Slovetskii, L. V. Okhlobystina, A. A. Fainzil’berg, A. I. Ivanov, L. I. Biryukova and S. S. Novikov, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1965, 2032."
S81,"E. T. Stiller, J. C. Keresztesy, and J. R. Stevens. J. Am. Chem. Soc. 61, 1237 (1939).",,"V. I. Slovetskii, S. A. Shevelev, V. I. Erashko, L. I. Biryukova, A. A. Fainzil'berg and S. S. Novikov, Bull. Acad. Sci. USSR, Div. Chem. Sci. (Engl. Transl.) 1966, 621."
S82,"A. Stoll, T. Petrzilka, J. Rutschmann, A. Hofmann, and H. H. Gunthard. Helv. Chim. Acta 37, 2039 (1954).",,"V. I. Slovetskii, S. A. Shevelev, A. A. Fainzil’berg and S. S. Novikov, Zh. Vses. Khim. Obshch. im. D. I. Mendeleeva 6, 599 (1961); CA 56, 6712."
S83,"C. A. Streuli. Anal. Chem. 32, 985 (1960).",,"V. I. Slovetskii, S. A. Shevelev, A. A. Fainzil’berg and S. S. Novikov, Zh. Vses. Khim. Obshch. im. D. I. Mendeleeva 6, 707 (1961); CA 56, 14986e."
S84,"W. Stricks and I. M. Kolthoff. J. Am. Chem. Soc. 73, 4569 (1951).",,"L. A. A. E. Sluyterman, Biochim. Biophys. Acta 85, 305 (1964)."
S85,"M. J. Sullivan and M. L. Kilpatrick. J. Am. Chem. Soc. 67, 1815 (1945).",,"A. T. Slyusarev and A. L. Gershuns, Ukr. Khim. Zh. 28, 309 (1962); CA 57, 9282h."
S86,"R. Sureau. Bull. Soc. Chim. France 1956, 622",,"N. G. Smaglyuk, R. K. Dzhiyanbaeva and S. T. Talipov, Uzb. Khim. Zh. 14, 24 (1970); CA 73, 39313m."
S87,"C. G. Swain and J. F. Brown. J. Am. Chem. Soc. 74, 2538 (1952).",,"A. A. Smirnova, V. V. Perekalin and V. A. Shcherbakov, J. Org. Chem. USSR (Engl. Transl.) 4, 2166 (1968)."
S88,"C. G. Swain and A. S. Rosenberg. J. Am. Chem. Soc. 83, 2154 (1961).",,"B. S. Smolyakov, Izv. Sib. Otd. Akad. Nauk. SSSR, Ser. Khim. Nauk 1966, 22; CA 66, 32397p."
S89,,,"B. S. Smolyakov and M. P. Primanchuk, Russ. J. Phys. Chem. (Engl. Transl.) 40, 463 (1966)."
S90,,,"B. S. Smolyakov and M. P. Primanchuk, Russ. J. Phys. Chem. (Engl. Transl.) 40, 989 (1966)."
S91,,,"E. J. Smutny, M. C. Caserio and J. D. Roberts, J. Am. Chem. Soc. 82, 1793 (1960)."
S92,,,"A. Solladie-Cavallo, C. R. Acad. Sci., Ser. C 263, 93 (1966)."
S93,,,"A. Solladie-Cavallo and P. Vieles, J. Chim. Phys. Phys-Chim. Biol. 64, 1593 (1967)."
S94,,,"L. Sommer and V. Kuban, Collect. Czech. Chem. Commun. 32, 4355 (1967)."
S95,,,"L. Sommer, T. Sepel and V. M. Ivanov, Talanta 15, 949 (1968)."
S96,,,"K. P. Soni and A. M. Trivedi, J. Indian Chem. Soc. 37, 349 (1960)."
S97,,,"P. Souchay, N. Israily and P. Gouzerh, Bull. Soc. Chim. Fr. 1966, 3917."
S98,,,"I. D. Spenser and A. D. Notation, Can. J. Chem. 40, 1374 (1962)."
S99,,,"D. Spinelli and G. Guanti, Ric. Sci. 38, 1048 (1968); CA 71, 25195w."
S100,,,"E. Spinner and G. B. Yeoh, Aust. J. Chem. 24, 2557 (1971)."
S101,,,"P. K. Spitsyn and V. S. Shvarev, J. Anal. Chem. USSR (Engl. Transl.) 25, 1297 (1970)."
S102,,,"V. Springer, R. Karlicek and J. Majer, Collect. Czech. Chem. Commun. 32, 774 (1967)."
S103,,,"K. C. Srivastava, Bull. Chem. Soc. Jpn. 39, 1591 (1966)."
S104,,,"K. C. Srivastava, J. Prakt. Chem. 35, 118 (1967)."
S105,,,"W. R. Stagg and J. E. Powell, Inorg. Chem. 3, 242 (1964)."
S106,,,"O. A. Stamm, A. Zenhausern and H. Zollinger, Chimia 19, 224 (1965)."
S107,,,"V. I. Stanko and A. I. Klimova, J. Gen. Chem. USSR (Engl. Transl.) 36, 165 (1966)."
S108,,,"G. R. Stark, Biochemistry 4, 588 (1965)."
S109,,,"G. R. Stark, Biochemistry 4, 1030 (1965)."
S110,,,"G. R. Stark, Biochemistry 4, 2363 (1965)."
S111,,,"H. Staude and H. Teupel, Z. Elektrochem. 61, 181 (1957)."
S112,,,"H. Stetter and K. Dieminger, Chem. Ber. 92, 2658 (1959)."
S113,,,"D. B. Stevancevic, Glasnik Hem. Drustva, Beograd. 27, 367 (1962); CA 61, 43d."
S114,,,"R. Stewart and M. M. Mocek, Can. J. Chem. 41, 1160 (1963)."
S115,,,"R. Stewart and L. G. Walker, Can. J. Chem. 35, 1561 (1957)."
S116,,,"R. Stewart and R. Van der Linden, Can. J. Chem. 38, 399 (1960)."
S117,,,"M. A. Stolberg and W. A. Mosher, J. Am. Chem. Soc. 79, 2618 (1957)."
S118,,,"Y. Stradyn, E. Ermane, T. Dumpis, Y. Linaberg and G. Vanag, J. Org. Chem. USSR (Engl. Transl.) 1, 380 (1965)."
S119,,,"E. Strazdins and E. H. Sheers, Tappi 41, 658 (1958); CA 53, 7589d."
S120,,,"A. Streitwieser and H. S. Klein, J. Am. Chem. Soc. 85, 2759 (1963)."
S121,,,"R. D. Strickland and M. M. Anderson, Anal. Chem. 38, 980 (1966)."
S122,,,"I. Stronski, A. Zielinski, A. Samotus, L. Stasick and B. Budesinsky, Fresenius' Z. Anal. Chem. 222, 14 (1966)."
S123,,,"A. Sturis and J. Bankovskis, Latv. PSR Zinat. Akad. Vestis, Kim. Ser. 1968, 250; CA 69, 90436y."
S124,,,"L. Sucha, Z. Urner and M. Suchanek, Collect. Czech. Chem. Commun. 35, 3651 (1970)."
S125,,,"V. Suk, Collect. Czech. Chem. Commun. 31, 3127 (1966)."
S126,,,"V. Suk and V. Miketukova, Collect. Czech. Chem. Commun. 24, 3629 (1959)."
S127,,,"P. J. Sun, Q. Fernando and H. Freiser, Anal. Chem. 36, 2485 (1964)."
S128,,,"J. Sunkel and H. Staude, Ber. Bunsenges. Physik. Chem. 72, 567 (1968)."
S129,,,"R. Sureau, Bull. Soc. Chim. Fr. 1956, 622."
S130,,,"K. Suzuki, T. Hattori and K. Yamasaki, J. Inorg. Nucl. Chem. 30, 161 (1968)."
S131,,,"K. Suzuki, C. Karaki, S. Mori and K. Yamasaki, J. Inorg. Nucl. Chem. 30, 167 (1968)."
S132,,,"K. Suzuki, I. Nakano and K. Yamasaki, J. Inorg. Nucl. Chem. 30, 545 (1968)."
S133,,,"K. Suzuki and K. Yamasaki, J. Inorg. Nucl. Chem. 24, 1093 (1962)."
S134,,,"K. Suzuki and K. Yamasaki, J. Inorg. Nucl. Chem. 28, 473 (1966)."
S135,,,"K. Suzuki, M. Yasuda and K. Yamasaki, J. Phys. Chem. 61, 229 (1957)."
S136,,,"F. Sweet and J. D. Fissekis, J. Am. Chem. Soc. 95, 8741 (1973)."
S137,,,"R. Swidler, R. E. Plapinger and G. M. Steinberg, J. Am. Chem. Soc. 81, 3271 (1959)."
S138,,,"M. Swierkowski and D. Shugar, Acta Biochim. Pol. 16, 263 (1969)."
S139,,,"A. Y. Sychev and N. S. Mitsul, Russ. J. Inorg. Chem. (Engl. Transl.) 12, 1120 (1967)."
S140,,,"E. Szabo and J. Szabon, Acta Chim. Acad. Sci. Hung. 48, 299 (1966); CA 65, 11412a."
S141,,,"W. Szer and D. Shugar, Acta Biochim. Pol. 13, 177 (1966)."
S142,,,"W. Sztark, Diss. Pharm. Pharmacol. 19, 429 (1967); CA 68, 95569h."
T1,"J. Tachi. Mem. Coll. Agr. Kyoto Univ. Chem. Ser. No, 22 (1938).","S. Tabak, I.I. Grandberg and A.N. Kost. Tetrahedron 22, 2703 (1966).","S. Tabak, I. I. Grandberg and A. N. Kost, Tetrahedron 22, 2703 (1966)."
T1a,,,"T. Takemoto and T. Nakajima, J. Pharm. Soc. Jpn. 84, 1230 (1964)."
T2,"H. Tada. J. Am. Chem. Soc. 82, 255 (1960).","R.W. Taft and P.L. Levins. Anal. Chem. 34, 436 (1962).","T. Takemoto, T. Nakajima and T. Yokobe, J. Pharm. Soc. Jpn. 84, 1232 (1964)."
T3,"C. Tanford and W. S. Shore. J. Am. Chem. Soc. 75, 816 (1953).",H. Taguchi. Unpublished data.,"D. E. Tallman and D. L. Leussing, J. Am. Chem. Soc. 91, 6253 (1969)."
T4,"C. Tanford and M. L. Wagner. J. Am. Chem. Soc. 75, 434 (1953).","L.E. Tammelin. Acta Chem. Scand. 11, 487 (1957).","T. Tanabe, K. Kimura and S. Takemoto, Nippon Kagaku Zasshi 90, 598 (1969)."
T5,"H. F. W. Taylor. J. Chem. Soc. 1948, 765.","L.E. Tammelin. Acta Chem. Scand. 11, 1340 (1957).","N. Tanaka, I. T. Oiwa, T. Kurosawa and T. Nozoe, Bull. Chem. Soc. Jpn. 32, 92 (1959)."
T6,"E. Testa, G. G. Gallo, and F. Fava. Gazz. Chim. Ital. 88, 1272 (1958).","L.E. Tammelin. Acta Chem. Scand. 11, 1738 (1957).","S. G. Tandon, J. Phys. Chem. 65, 1644 (1961)."
T7,"E. Testa, G. G. Gallo, F. Fava, and G. Weber. Gazz. Chim. Ital. 88, 812 (1958).","Z. Tamura, M. Miyazaki and T. Suzuki. Chem. Pharm. Bull. (Tokyo) 13, 330 (1965).","C. Tanford, J. D. Hauenstein and D. G. Rands, J. Am. Chem. Soc. 77, 6409 (1955)."
T8,"A. Thiel and A. Dassler. Ber. 46, 1667 (1923); A. Thiel, A. Dassler, and F. Wiilfken. Fortschr. Chem., Phys. u. physik Chem. 18, 85 (1924).","H. Tanaka, H. Sakurai and A. Yokoyama. Chem. Pharm. Bull. (Tokyo) 18, 1015 (1970).","C. Tanford and G. L. Roberts, J. Am. Chem. Soc. 74, 2509 (1952)."
T9,"J. Tillmans, P. Hirsch, and F. Strache. Biochem. Z. 199, 399 (1938).",P.J. Taylor. Unpublished data.,"A. G. Tarasenko and V. M. Fedoseev, Vestn. Mosk. Univ., Ser. II, Khim. 21, 75 (1966); CA 66, 32396n."
T10,"T. Tomiyama. J. Biol. Chem. 111, 45 (1935).","E. Testa, G.G. Gallo, F. Fava and G. Weber. Gazz. Chim. Ital. 88, 812 (1958).","V. M. Tarayan and A. N. Pogosyan, Arm. Khim. Zh. 22, 569 (1969); CA 71, 117057f."
T11,"J. C. Tomkinson and R. J. P. Williams. J. Chem. Soc. 1958, 1153, 2010.","E. Testa, B.J.R. Nicolaus, L. Mariani and G. Pagani. Helv. Chim. Acta 46, 766 (1963).","S. S. Tate, A. K. Grzybowski and S. P. Datta, J. Chem. Soc. 1964, 1372."
T12,"P. E. Toren and I. M. Kolthoff. J. Am. Chem. Soc. 77, 2061 (1955).","P. Teyssie, G. Anderegg and G. Schwarzenbach. Bull. Soc. Chim. Belg. 71, 177 (1962).","S. S. Tate, A. K. Grzybowski and S. P. Datta, J. Chem. Soc. 1965, 3905."
T13,"W. Traube and E. Brehmer. Ber, 52, 1284 (1919).",D. Thacker. Unpublished data.,"M. E. Taylor and R. J. Robinson, Talanta 8, 518 (1961)."
T14,"G. F. Tucker and J. L. Irvin. J. Am. Chem. Soc. 73, 1923 (1951).","H. Thies and E. Ermer. Naturwiss. 49, 418 (1962).","P. J. Taylor, Spectrochim. Acta, Part A A26, 165 (1970)."
T15,"M. T. Tuckerman, J. R. Mayer, and F. C. Nachod. J. Am. Chem. Soc. 81, 92 (1959).","R.J. Thomas and F.A. Long. J. Org. Chem. 29, 321 (1964).","P. H. Tedesco and H. F. Walton, Inorg. Chem. 8, 932 (1969)."
